Standard Cell,Instance Name,Parent Module
sky130_fd_sc_hd__xnor2_2,_41725_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41726_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41727_,ldpc_decoder_802_3an
sky130_fd_sc_hd__inv_2,_41728_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41729_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41730_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41731_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41732_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41733_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41734_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41735_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41736_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41737_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41738_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41739_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41740_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41741_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41742_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41743_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41744_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41745_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41746_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41747_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41748_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41749_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41750_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41751_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41752_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41753_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41754_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41755_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41756_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41757_,ldpc_decoder_802_3an
