Standard Cell,Instance Name,Parent Module
sky130_fd_sc_hd__xnor2_2,_137932_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137933_,cb_dct
sky130_fd_sc_hd__o2bb2a_2,_137934_,cb_dct
sky130_fd_sc_hd__o211a_2,_137935_,cb_dct
sky130_fd_sc_hd__or2_2,_137936_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137937_,cb_dct
sky130_fd_sc_hd__nor2_2,_137938_,cb_dct
sky130_fd_sc_hd__xor2_2,_137939_,cb_dct
sky130_fd_sc_hd__o21a_2,_137940_,cb_dct
sky130_fd_sc_hd__nor3_2,_137941_,cb_dct
sky130_fd_sc_hd__nor2_2,_137942_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137943_,cb_dct
sky130_fd_sc_hd__a21oi_2,_137944_,cb_dct
sky130_fd_sc_hd__and3_2,_137945_,cb_dct
sky130_fd_sc_hd__a211oi_2,_137946_,cb_dct
sky130_fd_sc_hd__o211a_2,_137947_,cb_dct
sky130_fd_sc_hd__o21a_2,_137948_,cb_dct
sky130_fd_sc_hd__a21o_2,_137949_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137950_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137951_,cb_dct
sky130_fd_sc_hd__and2b_2,_137952_,cb_dct
sky130_fd_sc_hd__and2b_2,_137953_,cb_dct
sky130_fd_sc_hd__nor2_2,_137954_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137955_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137956_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137957_,cb_dct
sky130_fd_sc_hd__o21ai_2,_137958_,cb_dct
sky130_fd_sc_hd__or3_2,_137959_,cb_dct
sky130_fd_sc_hd__nand2_2,_137960_,cb_dct
sky130_fd_sc_hd__and3_2,_137961_,cb_dct
sky130_fd_sc_hd__a21oi_2,_137962_,cb_dct
sky130_fd_sc_hd__o21a_2,_137963_,cb_dct
sky130_fd_sc_hd__nor3_2,_137964_,cb_dct
sky130_fd_sc_hd__o211a_2,_137965_,cb_dct
sky130_fd_sc_hd__a211oi_2,_137966_,cb_dct
sky130_fd_sc_hd__o21ai_2,_137967_,cb_dct
sky130_fd_sc_hd__or3_2,_137968_,cb_dct
sky130_fd_sc_hd__a211oi_2,_137969_,cb_dct
sky130_fd_sc_hd__o211a_2,_137970_,cb_dct
sky130_fd_sc_hd__or2_2,_137971_,cb_dct
sky130_fd_sc_hd__a21oi_2,_137972_,cb_dct
sky130_fd_sc_hd__a31o_2,_137973_,cb_dct
sky130_fd_sc_hd__o2bb2a_2,_137974_,cb_dct
sky130_fd_sc_hd__nor2_2,_137975_,cb_dct
sky130_fd_sc_hd__or2_2,_137976_,cb_dct
sky130_fd_sc_hd__o21ba_2,_137977_,cb_dct
sky130_fd_sc_hd__o21bai_2,_137978_,cb_dct
sky130_fd_sc_hd__and2b_2,_137979_,cb_dct
sky130_fd_sc_hd__nor2_2,_137980_,cb_dct
sky130_fd_sc_hd__o21ai_2,_137981_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137982_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137983_,cb_dct
sky130_fd_sc_hd__nand2_2,_137984_,cb_dct
sky130_fd_sc_hd__a22o_2,_137985_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137986_,cb_dct
sky130_fd_sc_hd__a21oi_2,_137987_,cb_dct
sky130_fd_sc_hd__o21ai_2,_137988_,cb_dct
sky130_fd_sc_hd__xor2_2,_137989_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137990_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137991_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137992_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137993_,cb_dct
sky130_fd_sc_hd__a21oi_2,_137994_,cb_dct
sky130_fd_sc_hd__a21oi_2,_137995_,cb_dct
sky130_fd_sc_hd__xor2_2,_137996_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137997_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137998_,cb_dct
sky130_fd_sc_hd__xnor2_2,_137999_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138000_,cb_dct
sky130_fd_sc_hd__o2bb2a_2,_138001_,cb_dct
sky130_fd_sc_hd__nand2_2,_138002_,cb_dct
sky130_fd_sc_hd__xor2_2,_138003_,cb_dct
sky130_fd_sc_hd__a21o_2,_138004_,cb_dct
sky130_fd_sc_hd__nor2_2,_138005_,cb_dct
sky130_fd_sc_hd__o21a_2,_138006_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138007_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138008_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138009_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138010_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138011_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138012_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138013_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138014_,cb_dct
sky130_fd_sc_hd__nor2_2,_138015_,cb_dct
sky130_fd_sc_hd__a221o_2,_138016_,cb_dct
sky130_fd_sc_hd__nand2_2,_138017_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138018_,cb_dct
sky130_fd_sc_hd__nand2_2,_138019_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138020_,cb_dct
sky130_fd_sc_hd__a22oi_2,_138021_,cb_dct
sky130_fd_sc_hd__and4_2,_138022_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138023_,cb_dct
sky130_fd_sc_hd__o211a_2,_138024_,cb_dct
sky130_fd_sc_hd__nand2_2,_138025_,cb_dct
sky130_fd_sc_hd__and4_2,_138026_,cb_dct
sky130_fd_sc_hd__a22oi_2,_138027_,cb_dct
sky130_fd_sc_hd__nor2_2,_138028_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138029_,cb_dct
sky130_fd_sc_hd__and2_2,_138030_,cb_dct
sky130_fd_sc_hd__nor2_2,_138031_,cb_dct
sky130_fd_sc_hd__nor2_2,_138032_,cb_dct
sky130_fd_sc_hd__or2_2,_138033_,cb_dct
sky130_fd_sc_hd__o211a_2,_138034_,cb_dct
sky130_fd_sc_hd__o21ba_2,_138035_,cb_dct
sky130_fd_sc_hd__nand2_2,_138036_,cb_dct
sky130_fd_sc_hd__and4_2,_138037_,cb_dct
sky130_fd_sc_hd__a22oi_2,_138038_,cb_dct
sky130_fd_sc_hd__nor3_2,_138039_,cb_dct
sky130_fd_sc_hd__o21a_2,_138040_,cb_dct
sky130_fd_sc_hd__nor2_2,_138041_,cb_dct
sky130_fd_sc_hd__and2b_2,_138042_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138043_,cb_dct
sky130_fd_sc_hd__and3_2,_138044_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138045_,cb_dct
sky130_fd_sc_hd__nor2_2,_138046_,cb_dct
sky130_fd_sc_hd__and2_2,_138047_,cb_dct
sky130_fd_sc_hd__nor2_2,_138048_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138049_,cb_dct
sky130_fd_sc_hd__o211a_2,_138050_,cb_dct
sky130_fd_sc_hd__nor2_2,_138051_,cb_dct
sky130_fd_sc_hd__nand2_2,_138052_,cb_dct
sky130_fd_sc_hd__and2_2,_138053_,cb_dct
sky130_fd_sc_hd__nand2_2,_138054_,cb_dct
sky130_fd_sc_hd__and4_2,_138055_,cb_dct
sky130_fd_sc_hd__a22o_2,_138056_,cb_dct
sky130_fd_sc_hd__nand2b_2,_138057_,cb_dct
sky130_fd_sc_hd__or2_2,_138058_,cb_dct
sky130_fd_sc_hd__nand2_2,_138059_,cb_dct
sky130_fd_sc_hd__o211a_2,_138060_,cb_dct
sky130_fd_sc_hd__a211o_2,_138061_,cb_dct
sky130_fd_sc_hd__and2b_2,_138062_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138063_,cb_dct
sky130_fd_sc_hd__and2b_2,_138064_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138065_,cb_dct
sky130_fd_sc_hd__nand2_2,_138066_,cb_dct
sky130_fd_sc_hd__or2_2,_138067_,cb_dct
sky130_fd_sc_hd__a21o_2,_138068_,cb_dct
sky130_fd_sc_hd__o211a_2,_138069_,cb_dct
sky130_fd_sc_hd__nor2_2,_138070_,cb_dct
sky130_fd_sc_hd__a31o_2,_138071_,cb_dct
sky130_fd_sc_hd__and2_2,_138072_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138073_,cb_dct
sky130_fd_sc_hd__and3_2,_138074_,cb_dct
sky130_fd_sc_hd__nor2_2,_138075_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138076_,cb_dct
sky130_fd_sc_hd__and2_2,_138077_,cb_dct
sky130_fd_sc_hd__nand2_2,_138078_,cb_dct
sky130_fd_sc_hd__and4_2,_138079_,cb_dct
sky130_fd_sc_hd__nand4_2,_138080_,cb_dct
sky130_fd_sc_hd__a22o_2,_138081_,cb_dct
sky130_fd_sc_hd__and3_2,_138082_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138083_,cb_dct
sky130_fd_sc_hd__or3_2,_138084_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138085_,cb_dct
sky130_fd_sc_hd__nand3_2,_138086_,cb_dct
sky130_fd_sc_hd__a21o_2,_138087_,cb_dct
sky130_fd_sc_hd__nand2_2,_138088_,cb_dct
sky130_fd_sc_hd__and3_2,_138089_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138090_,cb_dct
sky130_fd_sc_hd__and2_2,_138091_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138092_,cb_dct
sky130_fd_sc_hd__or3b_2,_138093_,cb_dct
sky130_fd_sc_hd__xor2_2,_138094_,cb_dct
sky130_fd_sc_hd__or2_2,_138095_,cb_dct
sky130_fd_sc_hd__nand2_2,_138096_,cb_dct
sky130_fd_sc_hd__a21o_2,_138097_,cb_dct
sky130_fd_sc_hd__o211a_2,_138098_,cb_dct
sky130_fd_sc_hd__and2_2,_138099_,cb_dct
sky130_fd_sc_hd__nand2_2,_138100_,cb_dct
sky130_fd_sc_hd__a21o_2,_138101_,cb_dct
sky130_fd_sc_hd__nand2_2,_138102_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138103_,cb_dct
sky130_fd_sc_hd__a21bo_2,_138104_,cb_dct
sky130_fd_sc_hd__and2_2,_138105_,cb_dct
sky130_fd_sc_hd__nand2_2,_138106_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138107_,cb_dct
sky130_fd_sc_hd__and3_2,_138108_,cb_dct
sky130_fd_sc_hd__nor2_2,_138109_,cb_dct
sky130_fd_sc_hd__and2_2,_138110_,cb_dct
sky130_fd_sc_hd__nand2_2,_138111_,cb_dct
sky130_fd_sc_hd__and4_2,_138112_,cb_dct
sky130_fd_sc_hd__nand4_2,_138113_,cb_dct
sky130_fd_sc_hd__a22o_2,_138114_,cb_dct
sky130_fd_sc_hd__and3_2,_138115_,cb_dct
sky130_fd_sc_hd__or3b_2,_138116_,cb_dct
sky130_fd_sc_hd__a21o_2,_138117_,cb_dct
sky130_fd_sc_hd__o211ai_2,_138118_,cb_dct
sky130_fd_sc_hd__a211o_2,_138119_,cb_dct
sky130_fd_sc_hd__nand3_2,_138120_,cb_dct
sky130_fd_sc_hd__a21o_2,_138121_,cb_dct
sky130_fd_sc_hd__and3_2,_138122_,cb_dct
sky130_fd_sc_hd__nand3_2,_138123_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138124_,cb_dct
sky130_fd_sc_hd__nor2_2,_138125_,cb_dct
sky130_fd_sc_hd__or3_2,_138126_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138127_,cb_dct
sky130_fd_sc_hd__o21a_2,_138128_,cb_dct
sky130_fd_sc_hd__nor3_2,_138129_,cb_dct
sky130_fd_sc_hd__or2_2,_138130_,cb_dct
sky130_fd_sc_hd__nor2_2,_138131_,cb_dct
sky130_fd_sc_hd__and3_2,_138132_,cb_dct
sky130_fd_sc_hd__nor2_2,_138133_,cb_dct
sky130_fd_sc_hd__o31ai_2,_138134_,cb_dct
sky130_fd_sc_hd__o211a_2,_138135_,cb_dct
sky130_fd_sc_hd__nand2_2,_138136_,cb_dct
sky130_fd_sc_hd__nor2_2,_138137_,cb_dct
sky130_fd_sc_hd__nand2_2,_138138_,cb_dct
sky130_fd_sc_hd__and2b_2,_138139_,cb_dct
sky130_fd_sc_hd__a21o_2,_138140_,cb_dct
sky130_fd_sc_hd__nand2_2,_138141_,cb_dct
sky130_fd_sc_hd__or2_2,_138142_,cb_dct
sky130_fd_sc_hd__and2_2,_138143_,cb_dct
sky130_fd_sc_hd__a21bo_2,_138144_,cb_dct
sky130_fd_sc_hd__and2_2,_138145_,cb_dct
sky130_fd_sc_hd__nand2_2,_138146_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138147_,cb_dct
sky130_fd_sc_hd__and3_2,_138148_,cb_dct
sky130_fd_sc_hd__nor2_2,_138149_,cb_dct
sky130_fd_sc_hd__and2_2,_138150_,cb_dct
sky130_fd_sc_hd__nand2_2,_138151_,cb_dct
sky130_fd_sc_hd__and4_2,_138152_,cb_dct
sky130_fd_sc_hd__nand4_2,_138153_,cb_dct
sky130_fd_sc_hd__a22o_2,_138154_,cb_dct
sky130_fd_sc_hd__or3b_2,_138155_,cb_dct
sky130_fd_sc_hd__a21o_2,_138156_,cb_dct
sky130_fd_sc_hd__o211ai_2,_138157_,cb_dct
sky130_fd_sc_hd__a211o_2,_138158_,cb_dct
sky130_fd_sc_hd__nand3_2,_138159_,cb_dct
sky130_fd_sc_hd__a21o_2,_138160_,cb_dct
sky130_fd_sc_hd__nand3_2,_138161_,cb_dct
sky130_fd_sc_hd__a21o_2,_138162_,cb_dct
sky130_fd_sc_hd__and3_2,_138163_,cb_dct
sky130_fd_sc_hd__nand3_2,_138164_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138165_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138166_,cb_dct
sky130_fd_sc_hd__o211a_2,_138167_,cb_dct
sky130_fd_sc_hd__or3_2,_138168_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138169_,cb_dct
sky130_fd_sc_hd__nand3_2,_138170_,cb_dct
sky130_fd_sc_hd__a21o_2,_138171_,cb_dct
sky130_fd_sc_hd__nand3_2,_138172_,cb_dct
sky130_fd_sc_hd__inv_2,_138173_,cb_dct
sky130_fd_sc_hd__a21o_2,_138174_,cb_dct
sky130_fd_sc_hd__and2_2,_138175_,cb_dct
sky130_fd_sc_hd__nand2_2,_138176_,cb_dct
sky130_fd_sc_hd__or2_2,_138177_,cb_dct
sky130_fd_sc_hd__a21o_2,_138178_,cb_dct
sky130_fd_sc_hd__o211a_2,_138179_,cb_dct
sky130_fd_sc_hd__o21bai_2,_138180_,cb_dct
sky130_fd_sc_hd__and2_2,_138181_,cb_dct
sky130_fd_sc_hd__nand2_2,_138182_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138183_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138184_,cb_dct
sky130_fd_sc_hd__a21o_2,_138185_,cb_dct
sky130_fd_sc_hd__nand2_2,_138186_,cb_dct
sky130_fd_sc_hd__xor2_2,_138187_,cb_dct
sky130_fd_sc_hd__xor2_2,_138188_,cb_dct
sky130_fd_sc_hd__a21bo_2,_138189_,cb_dct
sky130_fd_sc_hd__and2_2,_138190_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138191_,cb_dct
sky130_fd_sc_hd__and3_2,_138192_,cb_dct
sky130_fd_sc_hd__nor2_2,_138193_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138194_,cb_dct
sky130_fd_sc_hd__and2_2,_138195_,cb_dct
sky130_fd_sc_hd__and4_2,_138196_,cb_dct
sky130_fd_sc_hd__nand4_2,_138197_,cb_dct
sky130_fd_sc_hd__a22o_2,_138198_,cb_dct
sky130_fd_sc_hd__and3_2,_138199_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138200_,cb_dct
sky130_fd_sc_hd__or3_2,_138201_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138202_,cb_dct
sky130_fd_sc_hd__nand3_2,_138203_,cb_dct
sky130_fd_sc_hd__a21o_2,_138204_,cb_dct
sky130_fd_sc_hd__nand3_2,_138205_,cb_dct
sky130_fd_sc_hd__a21o_2,_138206_,cb_dct
sky130_fd_sc_hd__and3_2,_138207_,cb_dct
sky130_fd_sc_hd__nand3_2,_138208_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138209_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138210_,cb_dct
sky130_fd_sc_hd__o211a_2,_138211_,cb_dct
sky130_fd_sc_hd__or3_2,_138212_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138213_,cb_dct
sky130_fd_sc_hd__and3_2,_138214_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138215_,cb_dct
sky130_fd_sc_hd__nor2_2,_138216_,cb_dct
sky130_fd_sc_hd__nor3_2,_138217_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138218_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138219_,cb_dct
sky130_fd_sc_hd__and4_2,_138220_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138221_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138222_,cb_dct
sky130_fd_sc_hd__o211a_2,_138223_,cb_dct
sky130_fd_sc_hd__nand2b_2,_138224_,cb_dct
sky130_fd_sc_hd__a21boi_2,_138225_,cb_dct
sky130_fd_sc_hd__nor2_2,_138226_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138227_,cb_dct
sky130_fd_sc_hd__a2bb2o_2,_138228_,cb_dct
sky130_fd_sc_hd__and2_2,_138229_,cb_dct
sky130_fd_sc_hd__nor2_2,_138230_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138231_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138232_,cb_dct
sky130_fd_sc_hd__a21o_2,_138233_,cb_dct
sky130_fd_sc_hd__and2_2,_138234_,cb_dct
sky130_fd_sc_hd__xor2_2,_138235_,cb_dct
sky130_fd_sc_hd__and2_2,_138236_,cb_dct
sky130_fd_sc_hd__xor2_2,_138237_,cb_dct
sky130_fd_sc_hd__a21bo_2,_138238_,cb_dct
sky130_fd_sc_hd__and2_2,_138239_,cb_dct
sky130_fd_sc_hd__nand2_2,_138240_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138241_,cb_dct
sky130_fd_sc_hd__and3_2,_138242_,cb_dct
sky130_fd_sc_hd__nor2_2,_138243_,cb_dct
sky130_fd_sc_hd__and2_2,_138244_,cb_dct
sky130_fd_sc_hd__nand4_2,_138245_,cb_dct
sky130_fd_sc_hd__a22o_2,_138246_,cb_dct
sky130_fd_sc_hd__nand3_2,_138247_,cb_dct
sky130_fd_sc_hd__a21o_2,_138248_,cb_dct
sky130_fd_sc_hd__o211ai_2,_138249_,cb_dct
sky130_fd_sc_hd__a211o_2,_138250_,cb_dct
sky130_fd_sc_hd__nand3_2,_138251_,cb_dct
sky130_fd_sc_hd__a21o_2,_138252_,cb_dct
sky130_fd_sc_hd__nand3_2,_138253_,cb_dct
sky130_fd_sc_hd__a21o_2,_138254_,cb_dct
sky130_fd_sc_hd__and3_2,_138255_,cb_dct
sky130_fd_sc_hd__nand3_2,_138256_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138257_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138258_,cb_dct
sky130_fd_sc_hd__inv_2,_138259_,cb_dct
sky130_fd_sc_hd__o211a_2,_138260_,cb_dct
sky130_fd_sc_hd__or3_2,_138261_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138262_,cb_dct
sky130_fd_sc_hd__nand2_2,_138263_,cb_dct
sky130_fd_sc_hd__nand2b_2,_138264_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138265_,cb_dct
sky130_fd_sc_hd__and2_2,_138266_,cb_dct
sky130_fd_sc_hd__inv_2,_138267_,cb_dct
sky130_fd_sc_hd__xor2_2,_138268_,cb_dct
sky130_fd_sc_hd__a41o_2,_138269_,cb_dct
sky130_fd_sc_hd__xor2_2,_138270_,cb_dct
sky130_fd_sc_hd__nand2_2,_138271_,cb_dct
sky130_fd_sc_hd__or2_2,_138272_,cb_dct
sky130_fd_sc_hd__a21o_2,_138273_,cb_dct
sky130_fd_sc_hd__o211a_2,_138274_,cb_dct
sky130_fd_sc_hd__a32o_2,_138275_,cb_dct
sky130_fd_sc_hd__nor2_2,_138276_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138277_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138278_,cb_dct
sky130_fd_sc_hd__or3_2,_138279_,cb_dct
sky130_fd_sc_hd__and2_2,_138280_,cb_dct
sky130_fd_sc_hd__a31o_2,_138281_,cb_dct
sky130_fd_sc_hd__and2_2,_138282_,cb_dct
sky130_fd_sc_hd__nand2_2,_138283_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138284_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138285_,cb_dct
sky130_fd_sc_hd__a21o_2,_138286_,cb_dct
sky130_fd_sc_hd__and2_2,_138287_,cb_dct
sky130_fd_sc_hd__xor2_2,_138288_,cb_dct
sky130_fd_sc_hd__and2_2,_138289_,cb_dct
sky130_fd_sc_hd__xor2_2,_138290_,cb_dct
sky130_fd_sc_hd__a21bo_2,_138291_,cb_dct
sky130_fd_sc_hd__and2_2,_138292_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138293_,cb_dct
sky130_fd_sc_hd__and3_2,_138294_,cb_dct
sky130_fd_sc_hd__nor2_2,_138295_,cb_dct
sky130_fd_sc_hd__a21boi_2,_138296_,cb_dct
sky130_fd_sc_hd__and2_2,_138297_,cb_dct
sky130_fd_sc_hd__and3_2,_138298_,cb_dct
sky130_fd_sc_hd__nand2_2,_138299_,cb_dct
sky130_fd_sc_hd__and2_2,_138300_,cb_dct
sky130_fd_sc_hd__nand4_2,_138301_,cb_dct
sky130_fd_sc_hd__a22o_2,_138302_,cb_dct
sky130_fd_sc_hd__and3_2,_138303_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138304_,cb_dct
sky130_fd_sc_hd__or3_2,_138305_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138306_,cb_dct
sky130_fd_sc_hd__nand3_2,_138307_,cb_dct
sky130_fd_sc_hd__a21o_2,_138308_,cb_dct
sky130_fd_sc_hd__nand3_2,_138309_,cb_dct
sky130_fd_sc_hd__inv_2,_138310_,cb_dct
sky130_fd_sc_hd__a21o_2,_138311_,cb_dct
sky130_fd_sc_hd__and3_2,_138312_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138313_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138314_,cb_dct
sky130_fd_sc_hd__a211o_2,_138315_,cb_dct
sky130_fd_sc_hd__o211ai_2,_138316_,cb_dct
sky130_fd_sc_hd__and3_2,_138317_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138318_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138319_,cb_dct
sky130_fd_sc_hd__o211ai_2,_138320_,cb_dct
sky130_fd_sc_hd__and2b_2,_138321_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138322_,cb_dct
sky130_fd_sc_hd__or2_2,_138323_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138324_,cb_dct
sky130_fd_sc_hd__inv_2,_138325_,cb_dct
sky130_fd_sc_hd__a21o_2,_138326_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138327_,cb_dct
sky130_fd_sc_hd__nand2_2,_138328_,cb_dct
sky130_fd_sc_hd__or2_2,_138329_,cb_dct
sky130_fd_sc_hd__a21o_2,_138330_,cb_dct
sky130_fd_sc_hd__o211a_2,_138331_,cb_dct
sky130_fd_sc_hd__a32o_2,_138332_,cb_dct
sky130_fd_sc_hd__or2_2,_138333_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138334_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138335_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138336_,cb_dct
sky130_fd_sc_hd__or2_2,_138337_,cb_dct
sky130_fd_sc_hd__nand2_2,_138338_,cb_dct
sky130_fd_sc_hd__and2_2,_138339_,cb_dct
sky130_fd_sc_hd__o21a_2,_138340_,cb_dct
sky130_fd_sc_hd__nor3_2,_138341_,cb_dct
sky130_fd_sc_hd__or2_2,_138342_,cb_dct
sky130_fd_sc_hd__a22o_2,_138343_,cb_dct
sky130_fd_sc_hd__and2_2,_138344_,cb_dct
sky130_fd_sc_hd__nand2_2,_138345_,cb_dct
sky130_fd_sc_hd__a22o_2,_138346_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138347_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138348_,cb_dct
sky130_fd_sc_hd__a21o_2,_138349_,cb_dct
sky130_fd_sc_hd__and2_2,_138350_,cb_dct
sky130_fd_sc_hd__xor2_2,_138351_,cb_dct
sky130_fd_sc_hd__xor2_2,_138352_,cb_dct
sky130_fd_sc_hd__a21bo_2,_138353_,cb_dct
sky130_fd_sc_hd__and2_2,_138354_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138355_,cb_dct
sky130_fd_sc_hd__and3_2,_138356_,cb_dct
sky130_fd_sc_hd__nor2_2,_138357_,cb_dct
sky130_fd_sc_hd__nand2_2,_138358_,cb_dct
sky130_fd_sc_hd__or4_2,_138359_,cb_dct
sky130_fd_sc_hd__a32o_2,_138360_,cb_dct
sky130_fd_sc_hd__o211ai_2,_138361_,cb_dct
sky130_fd_sc_hd__a211o_2,_138362_,cb_dct
sky130_fd_sc_hd__nand3_2,_138363_,cb_dct
sky130_fd_sc_hd__a21o_2,_138364_,cb_dct
sky130_fd_sc_hd__nand3_2,_138365_,cb_dct
sky130_fd_sc_hd__a21o_2,_138366_,cb_dct
sky130_fd_sc_hd__nand3_2,_138367_,cb_dct
sky130_fd_sc_hd__a21o_2,_138368_,cb_dct
sky130_fd_sc_hd__o211a_2,_138369_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138370_,cb_dct
sky130_fd_sc_hd__or3_2,_138371_,cb_dct
sky130_fd_sc_hd__o21ai_2,_138372_,cb_dct
sky130_fd_sc_hd__o211a_2,_138373_,cb_dct
sky130_fd_sc_hd__a211oi_2,_138374_,cb_dct
sky130_fd_sc_hd__nor2_2,_138375_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138376_,cb_dct
sky130_fd_sc_hd__and2b_2,_138377_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138378_,cb_dct
sky130_fd_sc_hd__nand2b_2,_138379_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138380_,cb_dct
sky130_fd_sc_hd__and3_2,_138381_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138382_,cb_dct
sky130_fd_sc_hd__nand2_2,_138383_,cb_dct
sky130_fd_sc_hd__or2_2,_138384_,cb_dct
sky130_fd_sc_hd__a21o_2,_138385_,cb_dct
sky130_fd_sc_hd__o211a_2,_138386_,cb_dct
sky130_fd_sc_hd__a21oi_2,_138387_,cb_dct
sky130_fd_sc_hd__o21bai_2,_138388_,cb_dct
sky130_fd_sc_hd__and2b_2,_138389_,cb_dct
sky130_fd_sc_hd__a2bb2o_2,_138390_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138391_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138392_,cb_dct
sky130_fd_sc_hd__nand2_2,_138393_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138394_,cb_dct
sky130_fd_sc_hd__xnor2_2,_138395_,cb_dct
