Standard Cell,Instance Name,Parent Module
sky130_fd_sc_hd__xor2_2,_144499_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144500_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144501_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144502_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144503_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144504_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144505_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144506_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144507_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144508_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144509_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144510_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144511_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144512_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144513_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144514_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144515_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144516_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144517_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144518_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144519_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144520_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144521_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144522_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144523_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144524_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144525_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144526_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144527_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144528_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144529_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144530_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144531_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144532_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144533_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144534_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144535_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144536_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144537_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144538_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144539_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144540_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144541_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144542_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144543_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144544_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144545_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144546_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144547_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144548_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144549_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xor2_2,_144550_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144551_,ldpc_encoder_802_3an
sky130_fd_sc_hd__xnor2_2,_144552_,ldpc_encoder_802_3an
